logtime,scenario_time,type,module,address,value
124976.892924,0,version,,,1.4.1
124976.893252,0,scenario_path,,,includes\scenarios\study\full_P08.txt
124976.894251,0,seed_value,communications,,
124976.894267,0,seed_output,communications,,OTL422
124976.894322,0,seed_value,communications,,
124976.894331,0,seed_output,communications,,SBN790
124976.894386,0,seed_value,communications,,
124976.894393,0,seed_output,communications,,PIV852
124976.894443,0,seed_value,communications,,
124976.89445,0,seed_output,communications,,DTW834
124976.894497,0,seed_value,communications,,
124976.894504,0,seed_output,communications,,LPP463
124976.894549,0,seed_value,communications,,
124976.894557,0,seed_output,communications,,QNZ454
124976.8946,0,seed_value,communications,,
124976.894607,0,seed_output,communications,,FDV753
124976.894654,0,seed_value,communications,,
124976.894662,0,seed_output,communications,,XVZ241
124976.894706,0,seed_value,communications,,
124976.894713,0,seed_output,communications,,EHA972
124976.894734,0,seed_value,communications,,
124976.89474,0,seed_output,communications,,117.39115
124976.894756,0,seed_value,communications,,
124976.894762,0,seed_output,communications,,114.57447
124976.894776,0,seed_value,communications,,
124976.894781,0,seed_output,communications,,121.427213
124976.894794,0,seed_value,communications,,
124976.894799,0,seed_output,communications,,124.570675
124984.233275,0,dialog,,,OpenMATB end
124984.245682,0.018331,event,instructions,filename,study/briefing_practice.txt
124985.217204,0.018331,dialog,,,Warning end
124985.218072,0.036126,aoi,instructions,background,"(0, 864, 1536, 0)"
124985.218815,0.036126,parameter,instructions,title,
124985.218863,0.036126,parameter,instructions,taskplacement,fullscreen
124985.218886,0.036126,parameter,instructions,taskupdatetime,15
124985.218914,0.036126,parameter,instructions,taskfeedback-overdue-active,0
124985.218943,0.036126,parameter,instructions,taskfeedback-overdue-color,"(241, 100, 100, 255)"
124985.218967,0.036126,parameter,instructions,taskfeedback-overdue-delayms,2000
124985.218988,0.036126,parameter,instructions,taskfeedback-overdue-blinkdurationms,1000
124985.219007,0.036126,parameter,instructions,taskfeedback-overdue-_nexttoggletime,0
124985.219028,0.036126,parameter,instructions,taskfeedback-overdue-_is_visible,0
124985.219047,0.036126,parameter,instructions,boldtitle,0
124985.219066,0.036126,parameter,instructions,filename,study/briefing_practice.txt
124985.219086,0.036126,parameter,instructions,pointsize,0
124985.219104,0.036126,parameter,instructions,maxdurationsec,0
124985.219123,0.036126,parameter,instructions,response-text,Press SPACE to continue
124985.219142,0.036126,parameter,instructions,response-key,SPACE
124985.21916,0.036126,parameter,instructions,allowkeypress,1
124985.222833,0.036126,state,instructions,"background, visibility",1
124985.222871,0.036126,event,instructions,self,start
124985.232853,0.051404,state,instructions,"background, visibility",0
