logtime,scenario_time,type,module,address,value
159356.108459,0.034258,state,instructions,"background, visibility",1
159356.108495,0.034258,event,instructions,self,start
159356.115119,0.049176,state,instructions,"background, visibility",0
159356.123467,0.049176,aoi,instructions,title,"(0, 864, 1536, 0)"
159356.127693,0.049176,aoi,instructions,press_space,"(0, 864, 1536, 0)"
159356.159475,0.049176,aoi,instructions,instructions,"(0, 864, 1536, 0)"
159356.159583,0.049176,state,instructions,"background, visibility",1
159358.333493,0.049176,input,keyboard,SPACE,press
159358.549789,0.049176,input,keyboard,SPACE,release
159358.55007,0.049176,state,instructions,"background, visibility",0
159358.564955,0.064003,event,sysmon,automaticsolver,0
159358.583015,0.081808,aoi,sysmon,foreground,"(0, 820.8, 537, 432.0)"
159358.583106,0.081808,aoi,sysmon,overdue,"(0, 820.8, 537, 432.0)"
159358.594688,0.081808,aoi,sysmon,task_title,"(0, 864.0, 537, 820.8)"
159358.594922,0.081808,aoi,sysmon,automode,"(228.225, 474.12, 308.775, 452.52)"
159358.596164,0.081808,aoi,sysmon,scale1,"(40.275, 684.72, 93.975, 490.32)"
159358.597119,0.081808,aoi,sysmon,scale2,"(174.525, 684.72, 228.22500000000002, 490.32)"
159358.598397,0.081808,aoi,sysmon,scale3,"(308.775, 684.72, 362.47499999999997, 490.32)"
159358.599869,0.081808,aoi,sysmon,scale4,"(443.025, 684.72, 496.72499999999997, 490.32)"
159358.601354,0.081808,aoi,sysmon,light1,"(26.849999999999994, 781.9200000000001, 241.65, 723.6)"
159358.60244,0.081808,aoi,sysmon,light2,"(295.35, 781.9200000000001, 510.15000000000003, 723.6)"
159358.602481,0.081808,parameter,sysmon,title,System monitoring
159358.602492,0.081808,parameter,sysmon,taskplacement,topleft
159358.602501,0.081808,parameter,sysmon,taskupdatetime,200
159358.602516,0.081808,parameter,sysmon,taskfeedback-overdue-active,0
159358.602524,0.081808,parameter,sysmon,taskfeedback-overdue-color,"(241, 100, 100, 255)"
159358.602534,0.081808,parameter,sysmon,taskfeedback-overdue-delayms,2000
159358.602541,0.081808,parameter,sysmon,taskfeedback-overdue-blinkdurationms,1000
159358.602549,0.081808,parameter,sysmon,taskfeedback-overdue-_nexttoggletime,0
159358.602555,0.081808,parameter,sysmon,taskfeedback-overdue-_is_visible,0
159358.602562,0.081808,parameter,sysmon,taskfeedback-overdue-widget,<core.widgets.frame.Frame object at 0x0000027AE1B5C910>
159358.602571,0.081808,parameter,sysmon,alerttimeout,10000
159358.602578,0.081808,parameter,sysmon,automaticsolver,0
159358.602584,0.081808,parameter,sysmon,automaticsolverdelay,1000
159358.60259,0.081808,parameter,sysmon,displayautomationstate,1
159358.602596,0.081808,parameter,sysmon,allowanykey,0
159358.602601,0.081808,parameter,sysmon,feedbackduration,1500
159358.602608,0.081808,parameter,sysmon,feedbacks-positive-active,1
159358.602615,0.081808,parameter,sysmon,feedbacks-positive-color,"(142, 219, 176, 255)"
159358.602622,0.081808,parameter,sysmon,feedbacks-negative-active,1
159358.602628,0.081808,parameter,sysmon,feedbacks-negative-color,"(241, 100, 100, 255)"
159358.602636,0.081808,parameter,sysmon,lights-1-name,F5
159358.602642,0.081808,parameter,sysmon,lights-1-failure,0
159358.602648,0.081808,parameter,sysmon,lights-1-default,on
159358.602654,0.081808,parameter,sysmon,lights-1-oncolor,"(142, 219, 176, 255)"
159358.60266,0.081808,parameter,sysmon,lights-1-key,F5
159358.602666,0.081808,parameter,sysmon,lights-1-on,1
159358.602672,0.081808,parameter,sysmon,lights-1-_failuretimer,
159358.602677,0.081808,parameter,sysmon,lights-1-_onfailure,0
159358.602683,0.081808,parameter,sysmon,lights-1-_milliresponsetime,0
159358.602689,0.081808,parameter,sysmon,lights-1-_freezetimer,
159358.602696,0.081808,parameter,sysmon,lights-1-widget,<core.widgets.light.Light object at 0x0000027AE1B54D70>
159358.602704,0.081808,parameter,sysmon,lights-2-name,F6
159358.60271,0.081808,parameter,sysmon,lights-2-failure,0
159358.602715,0.081808,parameter,sysmon,lights-2-default,off
159358.602721,0.081808,parameter,sysmon,lights-2-oncolor,"(241, 100, 100, 255)"
159358.602728,0.081808,parameter,sysmon,lights-2-key,F6
159358.602734,0.081808,parameter,sysmon,lights-2-on,0
159358.602739,0.081808,parameter,sysmon,lights-2-_failuretimer,
159358.602745,0.081808,parameter,sysmon,lights-2-_onfailure,0
159358.602751,0.081808,parameter,sysmon,lights-2-_milliresponsetime,0
159358.602757,0.081808,parameter,sysmon,lights-2-_freezetimer,
159358.602762,0.081808,parameter,sysmon,lights-2-widget,<core.widgets.light.Light object at 0x0000027AE1B5DA90>
159358.60277,0.081808,parameter,sysmon,scales-1-name,F1
159358.602776,0.081808,parameter,sysmon,scales-1-failure,0
159358.602782,0.081808,parameter,sysmon,scales-1-side,0
159358.602788,0.081808,parameter,sysmon,scales-1-key,F1
159358.602794,0.081808,parameter,sysmon,scales-1-_failuretimer,
159358.6028,0.081808,parameter,sysmon,scales-1-_onfailure,0
159358.602806,0.081808,parameter,sysmon,scales-1-_milliresponsetime,0
159358.602812,0.081808,parameter,sysmon,scales-1-_freezetimer,
159358.602818,0.081808,parameter,sysmon,scales-1-_pos,5
159358.602824,0.081808,parameter,sysmon,scales-1-_zone,0
159358.602829,0.081808,parameter,sysmon,scales-1-_feedbacktimer,
159358.602986,0.081808,parameter,sysmon,scales-1-_feedbacktype,
159358.603,0.081808,parameter,sysmon,scales-1-widget,<core.widgets.scale.Scale object at 0x0000027AE1B55550>
159358.603011,0.081808,parameter,sysmon,scales-2-name,F2
159358.603018,0.081808,parameter,sysmon,scales-2-failure,0
159358.603026,0.081808,parameter,sysmon,scales-2-side,0
159358.603032,0.081808,parameter,sysmon,scales-2-key,F2
159358.603039,0.081808,parameter,sysmon,scales-2-_failuretimer,
159358.603046,0.081808,parameter,sysmon,scales-2-_onfailure,0
159358.603054,0.081808,parameter,sysmon,scales-2-_milliresponsetime,0
159358.60306,0.081808,parameter,sysmon,scales-2-_freezetimer,
159358.603065,0.081808,parameter,sysmon,scales-2-_pos,5
159358.603071,0.081808,parameter,sysmon,scales-2-_zone,0
159358.603077,0.081808,parameter,sysmon,scales-2-_feedbacktimer,
159358.603082,0.081808,parameter,sysmon,scales-2-_feedbacktype,
159358.603088,0.081808,parameter,sysmon,scales-2-widget,<core.widgets.scale.Scale object at 0x0000027AE1B5D6D0>
159358.603098,0.081808,parameter,sysmon,scales-3-name,F3
159358.603103,0.081808,parameter,sysmon,scales-3-failure,0
159358.603109,0.081808,parameter,sysmon,scales-3-side,0
159358.603115,0.081808,parameter,sysmon,scales-3-key,F3
159358.60312,0.081808,parameter,sysmon,scales-3-_failuretimer,
159358.603126,0.081808,parameter,sysmon,scales-3-_onfailure,0
159358.603132,0.081808,parameter,sysmon,scales-3-_milliresponsetime,0
159358.603138,0.081808,parameter,sysmon,scales-3-_freezetimer,
159358.603143,0.081808,parameter,sysmon,scales-3-_pos,5
159358.603149,0.081808,parameter,sysmon,scales-3-_zone,0
159358.603154,0.081808,parameter,sysmon,scales-3-_feedbacktimer,
159358.60316,0.081808,parameter,sysmon,scales-3-_feedbacktype,
159358.603165,0.081808,parameter,sysmon,scales-3-widget,<core.widgets.scale.Scale object at 0x0000027AE1B5CB90>
159358.603172,0.081808,parameter,sysmon,scales-4-name,F4
159358.603178,0.081808,parameter,sysmon,scales-4-failure,0
159358.603183,0.081808,parameter,sysmon,scales-4-side,0
159358.603189,0.081808,parameter,sysmon,scales-4-key,F4
159358.603194,0.081808,parameter,sysmon,scales-4-_failuretimer,
159358.6032,0.081808,parameter,sysmon,scales-4-_onfailure,0
159358.603205,0.081808,parameter,sysmon,scales-4-_milliresponsetime,0
159358.603211,0.081808,parameter,sysmon,scales-4-_freezetimer,
159358.603217,0.081808,parameter,sysmon,scales-4-_pos,5
159358.603223,0.081808,parameter,sysmon,scales-4-_zone,0
159358.603228,0.081808,parameter,sysmon,scales-4-_feedbacktimer,
159358.603234,0.081808,parameter,sysmon,scales-4-_feedbacktype,
159358.603239,0.081808,parameter,sysmon,scales-4-widget,<core.widgets.scale.Scale object at 0x0000027ADEBBFBB0>
159358.603452,0.081808,state,sysmon,"foreground, visibility",1
159358.603563,0.081808,state,sysmon,"overdue, visibility",1
159358.606292,0.081808,event,sysmon,self,start
159358.613534,0.112647,seed_value,sysmon,,
159358.613567,0.112647,seed_output,sysmon,,1
159358.613593,0.112647,seed_value,sysmon,,
159358.613602,0.112647,seed_output,sysmon,,-1
159358.61362,0.112647,seed_value,sysmon,,
159358.613627,0.112647,seed_output,sysmon,,-1
159358.613644,0.112647,seed_value,sysmon,,
159358.61365,0.112647,seed_output,sysmon,,-1
159358.613686,0.112647,state,sysmon,"foreground, visibility",0
159358.615045,0.112647,state,sysmon,"automode, text",MANUAL
159358.615085,0.112647,state,sysmon,"overdue, visibility",0
159358.615121,0.112647,state,sysmon,"scale1, arrow",6
159358.615138,0.112647,state,sysmon,"scale2, arrow",4
159358.615151,0.112647,state,sysmon,"scale3, arrow",4
159358.615163,0.112647,state,sysmon,"scale4, arrow",4
159358.61537,0.112647,aoi,communications,foreground,"(0, 388.8, 460, 0.0)"
159358.615404,0.112647,aoi,communications,overdue,"(0, 388.8, 460, 0.0)"
159358.617274,0.112647,aoi,communications,task_title,"(0, 432.0, 460, 388.8)"
159358.617403,0.112647,aoi,communications,automode,"(195.5, 103.68, 264.5, 82.08)"
159358.619452,0.112647,aoi,communications,callsign,"(0, 388.8, 460, 0.0)"
159358.619489,0.112647,seed_value,communications,,
159358.619499,0.112647,seed_output,communications,,0
159358.621208,0.112647,state,communications,"radio_NAV_1, selected",1
159358.621233,0.112647,aoi,communications,radio_NAV_1,"(0, 311.03999999999996, 460, 272.15999999999997)"
159358.622432,0.112647,aoi,communications,radio_NAV_2,"(0, 260.496, 460, 221.61599999999999)"
159358.623437,0.112647,aoi,communications,radio_COM_1,"(0, 209.95199999999997, 460, 171.07199999999997)"
159358.62411,0.112647,aoi,communications,radio_COM_2,"(0, 159.408, 460, 120.52799999999998)"
159358.624131,0.112647,parameter,communications,title,Communications
159358.624142,0.112647,parameter,communications,taskplacement,bottomleft
159358.62415,0.112647,parameter,communications,taskupdatetime,80
159358.62416,0.112647,parameter,communications,taskfeedback-overdue-active,0
159358.624168,0.112647,parameter,communications,taskfeedback-overdue-color,"(241, 100, 100, 255)"
159358.624177,0.112647,parameter,communications,taskfeedback-overdue-delayms,2000
159358.624185,0.112647,parameter,communications,taskfeedback-overdue-blinkdurationms,1000
159358.624193,0.112647,parameter,communications,taskfeedback-overdue-_nexttoggletime,0
159358.6242,0.112647,parameter,communications,taskfeedback-overdue-_is_visible,0
159358.624207,0.112647,parameter,communications,taskfeedback-overdue-widget,<core.widgets.frame.Frame object at 0x0000027ADEBBEC40>
159358.624217,0.112647,parameter,communications,callsignregex,[A-Z][A-Z][A-Z]\d\d\d
159358.624225,0.112647,parameter,communications,owncallsign,FDV753
159358.624232,0.112647,parameter,communications,othercallsign,"['XVZ241', 'EHA972', 'MYA347', 'DXE892', 'APD620']"
159358.624539,0.112647,parameter,communications,othercallsignnumber,5
159358.62456,0.112647,parameter,communications,airbandminMhz,108.0
159358.62457,0.112647,parameter,communications,airbandmaxMhz,137.0
159358.624577,0.112647,parameter,communications,airbandminvariationMhz,5
159358.624585,0.112647,parameter,communications,airbandmaxvariationMhz,6
159358.624592,0.112647,parameter,communications,voicegender,male
159358.624599,0.112647,parameter,communications,voiceidiom,english
159358.624605,0.112647,parameter,communications,radioprompt,
159358.624612,0.112647,parameter,communications,maxresponsedelay,20000
159358.62462,0.112647,parameter,communications,promptlist,"['NAV_1', 'NAV_2', 'COM_1', 'COM_2']"
159358.624629,0.112647,parameter,communications,automaticsolver,0
159358.624636,0.112647,parameter,communications,displayautomationstate,1
159358.624643,0.112647,parameter,communications,feedbackduration,1500
159358.624651,0.112647,parameter,communications,feedbacks-positive-active,0
159358.62466,0.112647,parameter,communications,feedbacks-positive-color,"(142, 219, 176, 255)"
159358.624669,0.112647,parameter,communications,feedbacks-negative-active,0
159358.624677,0.112647,parameter,communications,feedbacks-negative-color,"(241, 100, 100, 255)"
159358.624685,0.112647,parameter,communications,keys-selectradioup,UP
159358.624693,0.112647,parameter,communications,keys-selectradiodown,DOWN
159358.6247,0.112647,parameter,communications,keys-tunefrequencyup,RIGHT
159358.624707,0.112647,parameter,communications,keys-tunefrequencydown,LEFT
159358.624714,0.112647,parameter,communications,keys-validateresponse,ENTER
159358.624722,0.112647,parameter,communications,radios-0-name,NAV_1
159358.624729,0.112647,parameter,communications,radios-0-currentfreq,111.1
159358.624737,0.112647,parameter,communications,radios-0-targetfreq,
159358.624744,0.112647,parameter,communications,radios-0-pos,0
159358.624751,0.112647,parameter,communications,radios-0-response_time,0
159358.624758,0.112647,parameter,communications,radios-0-is_active,1
159358.624764,0.112647,parameter,communications,radios-0-is_prompting,0
159358.624771,0.112647,parameter,communications,radios-0-_feedbacktimer,
159358.624778,0.112647,parameter,communications,radios-0-_feedbacktype,
159358.624785,0.112647,parameter,communications,radios-0-widget,<core.widgets.radio.Radio object at 0x0000027AE1B55D30>
159358.624795,0.112647,parameter,communications,radios-1-name,NAV_2
159358.62488,0.112647,parameter,communications,radios-1-currentfreq,136.0
159358.624892,0.112647,parameter,communications,radios-1-targetfreq,
159358.624899,0.112647,parameter,communications,radios-1-pos,1
159358.624906,0.112647,parameter,communications,radios-1-response_time,0
159358.624914,0.112647,parameter,communications,radios-1-is_active,0
159358.624921,0.112647,parameter,communications,radios-1-is_prompting,0
159358.624928,0.112647,parameter,communications,radios-1-_feedbacktimer,
159358.624935,0.112647,parameter,communications,radios-1-_feedbacktype,
159358.624942,0.112647,parameter,communications,radios-1-widget,<core.widgets.radio.Radio object at 0x0000027AE1B5E350>
159358.624951,0.112647,parameter,communications,radios-2-name,COM_1
159358.624958,0.112647,parameter,communications,radios-2-currentfreq,118.5
159358.624966,0.112647,parameter,communications,radios-2-targetfreq,
159358.624973,0.112647,parameter,communications,radios-2-pos,2
159358.624979,0.112647,parameter,communications,radios-2-response_time,0
159358.624987,0.112647,parameter,communications,radios-2-is_active,0
159358.624995,0.112647,parameter,communications,radios-2-is_prompting,0
159358.625003,0.112647,parameter,communications,radios-2-_feedbacktimer,
159358.62501,0.112647,parameter,communications,radios-2-_feedbacktype,
159358.625016,0.112647,parameter,communications,radios-2-widget,<core.widgets.radio.Radio object at 0x0000027AE1B5E5D0>
159358.625025,0.112647,parameter,communications,radios-3-name,COM_2
159358.625032,0.112647,parameter,communications,radios-3-currentfreq,123.1
159358.62504,0.112647,parameter,communications,radios-3-targetfreq,
159358.625046,0.112647,parameter,communications,radios-3-pos,3
159358.625053,0.112647,parameter,communications,radios-3-response_time,0
159358.62506,0.112647,parameter,communications,radios-3-is_active,0
159358.625067,0.112647,parameter,communications,radios-3-is_prompting,0
159358.625074,0.112647,parameter,communications,radios-3-_feedbacktimer,
159358.625081,0.112647,parameter,communications,radios-3-_feedbacktype,
159358.625087,0.112647,parameter,communications,radios-3-widget,<core.widgets.radio.Radio object at 0x0000027AE5190510>
159358.625218,0.112647,state,communications,"foreground, visibility",1
159358.625289,0.112647,state,communications,"overdue, visibility",1
159358.625968,0.112647,state,communications,"radio_NAV_1, selected",1
159358.625987,0.112647,event,communications,self,start
159358.631741,0.130673,state,communications,"foreground, visibility",0
159358.632206,0.130673,state,communications,"automode, text",MANUAL
159358.632285,0.130673,state,communications,"overdue, visibility",0
159358.632552,0.130673,state,communications,"callsign, text",FDV753
159358.632923,0.130673,aoi,scheduling,foreground,"(1305, 820.8, 1536, 432.0)"
159358.632958,0.130673,aoi,scheduling,overdue,"(1305, 820.8, 1536, 432.0)"
159358.634897,0.130673,aoi,scheduling,task_title,"(1305, 864.0, 1536, 820.8)"
159358.641528,0.130673,aoi,scheduling,timeline,"(1328.1, 781.92, 1367.37, 509.76)"
159358.643531,0.130673,aoi,scheduling,elapsed_time,"(1305, 820.8, 1536, 432.0)"
159358.644002,0.130673,aoi,scheduling,sysmon,"(1374.3, 781.92, 1413.57, 509.76)"
159358.644488,0.130673,aoi,scheduling,track,"(1408.95, 781.92, 1448.22, 509.76)"
159358.644929,0.130673,aoi,scheduling,communications,"(1443.6, 781.92, 1482.87, 509.76)"
159358.64536,0.130673,aoi,scheduling,resman,"(1478.25, 781.92, 1517.52, 509.76)"
159358.645383,0.130673,parameter,scheduling,title,Scheduling
159358.645398,0.130673,parameter,scheduling,taskplacement,topright
159358.645423,0.130673,parameter,scheduling,taskupdatetime,1000
159358.645436,0.130673,parameter,scheduling,taskfeedback-overdue-active,0
159358.645449,0.130673,parameter,scheduling,taskfeedback-overdue-color,"(241, 100, 100, 255)"
159358.64546,0.130673,parameter,scheduling,taskfeedback-overdue-delayms,2000
159358.645471,0.130673,parameter,scheduling,taskfeedback-overdue-blinkdurationms,1000
159358.645482,0.130673,parameter,scheduling,taskfeedback-overdue-_nexttoggletime,0
159358.645492,0.130673,parameter,scheduling,taskfeedback-overdue-_is_visible,0
159358.645502,0.130673,parameter,scheduling,taskfeedback-overdue-widget,<core.widgets.frame.Frame object at 0x0000027ADEBB2690>
159358.645514,0.130673,parameter,scheduling,minduration,8
159358.645522,0.130673,parameter,scheduling,displaychronometer,1
159358.645529,0.130673,parameter,scheduling,reversechronometer,0
159358.645536,0.130673,parameter,scheduling,displayedplugins,"['sysmon', 'track', 'communications', 'resman']"
159358.645549,0.130673,parameter,scheduling,labels,"['S', 'T', 'C', 'R']"
159358.645686,0.130673,state,scheduling,"foreground, visibility",1
159358.645727,0.130673,state,scheduling,"overdue, visibility",1
159358.650315,0.130673,event,scheduling,self,start
159358.663477,0.162633,state,scheduling,"foreground, visibility",0
159358.66353,0.162633,state,scheduling,"overdue, visibility",0
159358.663689,0.162633,state,scheduling,"sysmon, top_bound_color","(142, 219, 176, 255)"
159358.664255,0.162633,state,scheduling,"communications, top_bound_color","(142, 219, 176, 255)"
159358.664331,0.162633,state,scheduling,"resman, top_bound_color","(142, 219, 176, 255)"
159358.664642,0.162633,aoi,resman,foreground,"(460, 388.8, 1305, 0.0)"
159358.664676,0.162633,aoi,resman,overdue,"(460, 388.8, 1305, 0.0)"
159358.666148,0.162633,aoi,resman,task_title,"(460, 432.0, 1305, 388.8)"
159358.666261,0.162633,aoi,resman,automode,"(804.76, 247.32, 931.51, 225.72)"
159358.66637,0.162633,aoi,resman,status_foreground,"(1305, 388.8, 1536, 0.0)"
159358.668106,0.162633,aoi,resman,status_title,"(1305, 432.0, 1536, 388.8)"
159358.668926,0.162633,aoi,resman,pump_1_flow,"(1305, 388.8, 1536, 345.6)"
159358.66966,0.162633,aoi,resman,pump_2_flow,"(1305, 345.6, 1536, 302.40000000000003)"
159358.670695,0.162633,aoi,resman,pump_3_flow,"(1305, 302.40000000000003, 1536, 259.20000000000005)"
159358.671414,0.162633,aoi,resman,pump_4_flow,"(1305, 259.2, 1536, 216.0)"
159358.671999,0.162633,aoi,resman,pump_5_flow,"(1305, 216.0, 1536, 172.8)"
159358.672692,0.162633,aoi,resman,pump_6_flow,"(1305, 172.8, 1536, 129.60000000000002)"
159358.673369,0.162633,aoi,resman,pump_7_flow,"(1305, 129.59999999999997, 1536, 86.39999999999998)"
159358.674064,0.162633,aoi,resman,pump_8_flow,"(1305, 86.39999999999999, 1536, 43.19999999999999)"
159358.67476,0.162633,aoi,resman,tank_a,"(578.3, 349.92, 705.05, 213.84000000000003)"
159358.675702,0.162633,aoi,resman,tank_b,"(1000.8, 349.92, 1127.55, 213.84000000000003)"
159358.676401,0.162633,aoi,resman,tank_c,"(502.25, 194.39999999999998, 586.75, 58.32)"
159358.677223,0.162633,aoi,resman,tank_d,"(924.75, 194.39999999999998, 1009.25, 58.32)"
159358.677625,0.162633,aoi,resman,tank_e,"(713.5, 194.39999999999998, 814.9, 58.32)"
159358.677999,0.162633,aoi,resman,tank_f,"(1136.0, 194.39999999999998, 1237.4, 58.32)"
159358.680583,0.162633,parameter,resman,title,Resources management
159358.680604,0.162633,parameter,resman,taskplacement,bottommid
159358.680616,0.162633,parameter,resman,taskupdatetime,2000
159358.680627,0.162633,parameter,resman,taskfeedback-overdue-active,0
159358.680646,0.162633,parameter,resman,taskfeedback-overdue-color,"(241, 100, 100, 255)"
159358.680668,0.162633,parameter,resman,taskfeedback-overdue-delayms,2000
159358.680674,0.162633,parameter,resman,taskfeedback-overdue-blinkdurationms,1000
159358.68068,0.162633,parameter,resman,taskfeedback-overdue-_nexttoggletime,0
159358.680687,0.162633,parameter,resman,taskfeedback-overdue-_is_visible,0
159358.680694,0.162633,parameter,resman,taskfeedback-overdue-widget,<core.widgets.frame.Frame object at 0x0000027AE5161150>
159358.680703,0.162633,parameter,resman,automaticsolver,0
159358.68071,0.162633,parameter,resman,displayautomationstate,1
159358.680716,0.162633,parameter,resman,pumpcoloroff,"(255, 255, 255, 255)"
159358.680722,0.162633,parameter,resman,pumpcoloron,"(142, 219, 176, 255)"
159358.680728,0.162633,parameter,resman,pumpcolorfailure,"(241, 100, 100, 255)"
159358.680735,0.162633,parameter,resman,toleranceradius,250
159358.680851,0.162633,parameter,resman,statuslocation,bottomright
159358.680862,0.162633,parameter,resman,displaystatus,1
159358.680868,0.162633,parameter,resman,tolerancecolor,"(50, 50, 50, 255)"
159358.680875,0.162633,parameter,resman,tolerancecoloroutside,"(50, 50, 50, 255)"
159358.680887,0.162633,parameter,resman,tank-a-level,2500
159358.680894,0.162633,parameter,resman,tank-a-max,4000
159358.6809,0.162633,parameter,resman,tank-a-target,2500
159358.680906,0.162633,parameter,resman,tank-a-depletable,1
159358.680913,0.162633,parameter,resman,tank-a-lossperminute,800
159358.680919,0.162633,parameter,resman,tank-a-_infoside,left
159358.680925,0.162633,parameter,resman,tank-a-_response_time,0
159358.680933,0.162633,parameter,resman,tank-a-_is_in_tolerance,
159358.680938,0.162633,parameter,resman,tank-a-_tolerance_color,"(50, 50, 50, 255)"
159358.680946,0.162633,parameter,resman,tank-a-widget,<core.widgets.tank.Tank object at 0x0000027AE1B56270>
159358.680954,0.162633,parameter,resman,tank-b-level,2500
159358.680961,0.162633,parameter,resman,tank-b-max,4000
159358.680966,0.162633,parameter,resman,tank-b-target,2500
159358.680972,0.162633,parameter,resman,tank-b-depletable,1
159358.680978,0.162633,parameter,resman,tank-b-lossperminute,800
159358.680984,0.162633,parameter,resman,tank-b-_infoside,right
159358.68099,0.162633,parameter,resman,tank-b-_response_time,0
159358.680997,0.162633,parameter,resman,tank-b-_is_in_tolerance,
159358.681003,0.162633,parameter,resman,tank-b-_tolerance_color,"(50, 50, 50, 255)"
159358.68101,0.162633,parameter,resman,tank-b-widget,<core.widgets.tank.Tank object at 0x0000027AE51F1810>
159358.681017,0.162633,parameter,resman,tank-c-level,1000
159358.681023,0.162633,parameter,resman,tank-c-max,2000
159358.68103,0.162633,parameter,resman,tank-c-target,
159358.681036,0.162633,parameter,resman,tank-c-depletable,1
159358.681058,0.162633,parameter,resman,tank-c-lossperminute,0
159358.681064,0.162633,parameter,resman,tank-c-_infoside,left
159358.681069,0.162633,parameter,resman,tank-c-widget,<core.widgets.tank.Tank object at 0x0000027AE51F1BD0>
159358.681077,0.162633,parameter,resman,tank-d-level,1000
159358.681083,0.162633,parameter,resman,tank-d-max,2000
159358.681089,0.162633,parameter,resman,tank-d-target,
159358.681096,0.162633,parameter,resman,tank-d-depletable,1
159358.681102,0.162633,parameter,resman,tank-d-lossperminute,0
159358.681109,0.162633,parameter,resman,tank-d-_infoside,left
159358.681115,0.162633,parameter,resman,tank-d-widget,<core.widgets.tank.Tank object at 0x0000027AE5190E90>
159358.681122,0.162633,parameter,resman,tank-e-level,3000
159358.681128,0.162633,parameter,resman,tank-e-max,4000
159358.681134,0.162633,parameter,resman,tank-e-target,
159358.681141,0.162633,parameter,resman,tank-e-depletable,0
159358.681147,0.162633,parameter,resman,tank-e-lossperminute,0
159358.681153,0.162633,parameter,resman,tank-e-_infoside,right
159358.681158,0.162633,parameter,resman,tank-e-widget,<core.widgets.tank.Tank object at 0x0000027AE51910F0>
159358.681166,0.162633,parameter,resman,tank-f-level,3000
159358.681173,0.162633,parameter,resman,tank-f-max,4000
159358.681179,0.162633,parameter,resman,tank-f-target,
159358.681188,0.162633,parameter,resman,tank-f-depletable,0
159358.681194,0.162633,parameter,resman,tank-f-lossperminute,0
159358.6812,0.162633,parameter,resman,tank-f-_infoside,right
159358.681206,0.162633,parameter,resman,tank-f-widget,<core.widgets.tank.Tank object at 0x0000027AE1B9E7B0>
159358.681214,0.162633,parameter,resman,pump-1-flow,800
159358.681221,0.162633,parameter,resman,pump-1-state,off
159358.681229,0.162633,parameter,resman,pump-1-key,NUM_1
159358.681234,0.162633,parameter,resman,pump-1-_fromtank,c
159358.681241,0.162633,parameter,resman,pump-1-_totank,a
159358.681248,0.162633,parameter,resman,pump-1-statuswidget,<core.widgets.pumpflow.PumpFlow object at 0x0000027AE1B56120>
159358.68126,0.162633,parameter,resman,pump-1-widget,<core.widgets.pump.Pump object at 0x0000027AE1B563C0>
159358.681268,0.162633,parameter,resman,pump-2-flow,600
