logtime,scenario_time,type,module,address,value
207026.506853,0,version,,,1.4.1
207026.514316,0,scenario_path,,,includes\scenarios\study\full_P02.txt
207026.515474,0,seed_value,communications,,
207026.515498,0,seed_output,communications,,XGV369
207026.51558,0,seed_value,communications,,
207026.515588,0,seed_output,communications,,DXE892
207026.515629,0,seed_value,communications,,
207026.515635,0,seed_output,communications,,RZJ909
207026.515666,0,seed_value,communications,,
207026.515672,0,seed_output,communications,,APD620
207026.515705,0,seed_value,communications,,
207026.51571,0,seed_output,communications,,SFU347
207026.515742,0,seed_value,communications,,
207026.515747,0,seed_output,communications,,RKY252
207026.515776,0,seed_value,communications,,
207026.51578,0,seed_output,communications,,KBA410
207026.51581,0,seed_value,communications,,
207026.515814,0,seed_output,communications,,UNN115
207026.515842,0,seed_value,communications,,
207026.515846,0,seed_output,communications,,GIM033
207026.515873,0,seed_value,communications,,
207026.515877,0,seed_output,communications,,OSQ034
207026.515892,0,seed_value,communications,,
207026.515896,0,seed_output,communications,,128.657947
207026.515907,0,seed_value,communications,,
207026.515912,0,seed_output,communications,,118.931907
207026.515922,0,seed_value,communications,,
207026.515926,0,seed_output,communications,,129.671447
207026.51594,0,seed_value,communications,,
207026.515944,0,seed_output,communications,,126.806419
207027.673415,0,dialog,,,OpenMATB end
207027.678597,0.006741,event,instructions,filename,study/briefing_practice.txt
207029.055529,0.006741,dialog,,,Warning end
207029.056255,0.01373,aoi,instructions,background,"(0, 960, 1707, 0)"
207029.064576,0.01373,parameter,instructions,title,
207029.064602,0.01373,parameter,instructions,taskplacement,fullscreen
207029.064611,0.01373,parameter,instructions,taskupdatetime,15
207029.064622,0.01373,parameter,instructions,taskfeedback-overdue-active,0
207029.06463,0.01373,parameter,instructions,taskfeedback-overdue-color,"(241, 100, 100, 255)"
207029.064638,0.01373,parameter,instructions,taskfeedback-overdue-delayms,2000
207029.064644,0.01373,parameter,instructions,taskfeedback-overdue-blinkdurationms,1000
207029.064649,0.01373,parameter,instructions,taskfeedback-overdue-_nexttoggletime,0
207029.064654,0.01373,parameter,instructions,taskfeedback-overdue-_is_visible,0
207029.06466,0.01373,parameter,instructions,boldtitle,0
207029.064665,0.01373,parameter,instructions,filename,study/briefing_practice.txt
207029.06467,0.01373,parameter,instructions,pointsize,0
207029.064675,0.01373,parameter,instructions,maxdurationsec,0
207029.064681,0.01373,parameter,instructions,response-text,Press SPACE to continue
207029.064686,0.01373,parameter,instructions,response-key,SPACE
207029.064691,0.01373,parameter,instructions,allowkeypress,1
207029.066791,0.01373,state,instructions,"background, visibility",1
207029.066823,0.01373,event,instructions,self,start
207029.072749,0.030542,state,instructions,"background, visibility",0
207029.078052,0.030542,aoi,instructions,title,"(0, 960, 1707, 0)"
207029.080275,0.030542,aoi,instructions,press_space,"(0, 960, 1707, 0)"
207029.094842,0.030542,aoi,instructions,instructions,"(0, 960, 1707, 0)"
207029.09493,0.030542,state,instructions,"background, visibility",1
207048.329039,0.030542,input,keyboard,SPACE,press
207048.485944,0.030542,input,keyboard,SPACE,release
207048.486457,0.030542,state,instructions,"background, visibility",0
207048.496252,0.040512,event,sysmon,automaticsolver,0
207048.502689,0.046644,aoi,sysmon,foreground,"(0, 912.0, 597, 480.0)"
207048.502774,0.046644,aoi,sysmon,overdue,"(0, 912.0, 597, 480.0)"
207048.507496,0.046644,aoi,sysmon,task_title,"(0, 960.0, 597, 912.0)"
207048.507626,0.046644,aoi,sysmon,automode,"(253.725, 526.8, 343.275, 502.8)"
207048.511552,0.046644,aoi,sysmon,scale1,"(44.775, 760.8, 104.475, 544.8)"
207048.51252,0.046644,aoi,sysmon,scale2,"(194.025, 760.8, 253.72500000000002, 544.8)"
207048.513234,0.046644,aoi,sysmon,scale3,"(343.275, 760.8, 402.97499999999997, 544.8)"
207048.514028,0.046644,aoi,sysmon,scale4,"(492.525, 760.8, 552.225, 544.8)"
207048.514918,0.046644,aoi,sysmon,light1,"(29.849999999999994, 868.8, 268.65, 804.0)"
207048.515791,0.046644,aoi,sysmon,light2,"(328.35, 868.8, 567.1500000000001, 804.0)"
207048.515809,0.046644,parameter,sysmon,title,System monitoring
207048.515817,0.046644,parameter,sysmon,taskplacement,topleft
207048.515823,0.046644,parameter,sysmon,taskupdatetime,200
207048.515832,0.046644,parameter,sysmon,taskfeedback-overdue-active,0
207048.515838,0.046644,parameter,sysmon,taskfeedback-overdue-color,"(241, 100, 100, 255)"
207048.515845,0.046644,parameter,sysmon,taskfeedback-overdue-delayms,2000
207048.51585,0.046644,parameter,sysmon,taskfeedback-overdue-blinkdurationms,1000
207048.515855,0.046644,parameter,sysmon,taskfeedback-overdue-_nexttoggletime,0
207048.51586,0.046644,parameter,sysmon,taskfeedback-overdue-_is_visible,0
207048.515865,0.046644,parameter,sysmon,taskfeedback-overdue-widget,<core.widgets.frame.Frame object at 0x0000014C75EF0550>
207048.515872,0.046644,parameter,sysmon,alerttimeout,10000
207048.515877,0.046644,parameter,sysmon,automaticsolver,0
207048.515882,0.046644,parameter,sysmon,automaticsolverdelay,1000
207048.515886,0.046644,parameter,sysmon,displayautomationstate,1
207048.515891,0.046644,parameter,sysmon,allowanykey,0
207048.515895,0.046644,parameter,sysmon,feedbackduration,1500
207048.5159,0.046644,parameter,sysmon,feedbacks-positive-active,1
207048.515905,0.046644,parameter,sysmon,feedbacks-positive-color,"(142, 219, 176, 255)"
207048.51591,0.046644,parameter,sysmon,feedbacks-negative-active,1
207048.515915,0.046644,parameter,sysmon,feedbacks-negative-color,"(241, 100, 100, 255)"
207048.515921,0.046644,parameter,sysmon,lights-1-name,F5
207048.515926,0.046644,parameter,sysmon,lights-1-failure,0
207048.51593,0.046644,parameter,sysmon,lights-1-default,on
207048.515934,0.046644,parameter,sysmon,lights-1-oncolor,"(142, 219, 176, 255)"
207048.51594,0.046644,parameter,sysmon,lights-1-key,F5
207048.515947,0.046644,parameter,sysmon,lights-1-on,1
207048.515952,0.046644,parameter,sysmon,lights-1-_failuretimer,
207048.515957,0.046644,parameter,sysmon,lights-1-_onfailure,0
207048.515966,0.046644,parameter,sysmon,lights-1-_milliresponsetime,0
207048.515974,0.046644,parameter,sysmon,lights-1-_freezetimer,
207048.515979,0.046644,parameter,sysmon,lights-1-widget,<core.widgets.light.Light object at 0x0000014C75EFC830>
207048.515985,0.046644,parameter,sysmon,lights-2-name,F6
207048.51599,0.046644,parameter,sysmon,lights-2-failure,0
207048.515994,0.046644,parameter,sysmon,lights-2-default,off
207048.515999,0.046644,parameter,sysmon,lights-2-oncolor,"(241, 100, 100, 255)"
207048.516004,0.046644,parameter,sysmon,lights-2-key,F6
207048.516008,0.046644,parameter,sysmon,lights-2-on,0
207048.516013,0.046644,parameter,sysmon,lights-2-_failuretimer,
207048.516017,0.046644,parameter,sysmon,lights-2-_onfailure,0
207048.516021,0.046644,parameter,sysmon,lights-2-_milliresponsetime,0
207048.516026,0.046644,parameter,sysmon,lights-2-_freezetimer,
207048.51603,0.046644,parameter,sysmon,lights-2-widget,<core.widgets.light.Light object at 0x0000014C75EF1E50>
207048.516036,0.046644,parameter,sysmon,scales-1-name,F1
207048.51604,0.046644,parameter,sysmon,scales-1-failure,0
207048.516044,0.046644,parameter,sysmon,scales-1-side,0
207048.516049,0.046644,parameter,sysmon,scales-1-key,F1
207048.516053,0.046644,parameter,sysmon,scales-1-_failuretimer,
207048.516057,0.046644,parameter,sysmon,scales-1-_onfailure,0
207048.516062,0.046644,parameter,sysmon,scales-1-_milliresponsetime,0
207048.516066,0.046644,parameter,sysmon,scales-1-_freezetimer,
207048.51607,0.046644,parameter,sysmon,scales-1-_pos,5
207048.516075,0.046644,parameter,sysmon,scales-1-_zone,0
207048.516079,0.046644,parameter,sysmon,scales-1-_feedbacktimer,
207048.516084,0.046644,parameter,sysmon,scales-1-_feedbacktype,
207048.516088,0.046644,parameter,sysmon,scales-1-widget,<core.widgets.scale.Scale object at 0x0000014C75EFD010>
207048.516236,0.046644,parameter,sysmon,scales-2-name,F2
207048.516251,0.046644,parameter,sysmon,scales-2-failure,0
207048.516259,0.046644,parameter,sysmon,scales-2-side,0
207048.516265,0.046644,parameter,sysmon,scales-2-key,F2
207048.516271,0.046644,parameter,sysmon,scales-2-_failuretimer,
207048.516276,0.046644,parameter,sysmon,scales-2-_onfailure,0
207048.516281,0.046644,parameter,sysmon,scales-2-_milliresponsetime,0
207048.516286,0.046644,parameter,sysmon,scales-2-_freezetimer,
207048.51629,0.046644,parameter,sysmon,scales-2-_pos,5
207048.516295,0.046644,parameter,sysmon,scales-2-_zone,0
207048.516299,0.046644,parameter,sysmon,scales-2-_feedbacktimer,
207048.516304,0.046644,parameter,sysmon,scales-2-_feedbacktype,
207048.516308,0.046644,parameter,sysmon,scales-2-widget,<core.widgets.scale.Scale object at 0x0000014C75EF2710>
207048.516323,0.046644,parameter,sysmon,scales-3-name,F3
207048.516328,0.046644,parameter,sysmon,scales-3-failure,0
207048.516333,0.046644,parameter,sysmon,scales-3-side,0
207048.516338,0.046644,parameter,sysmon,scales-3-key,F3
207048.516342,0.046644,parameter,sysmon,scales-3-_failuretimer,
207048.516347,0.046644,parameter,sysmon,scales-3-_onfailure,0
207048.516352,0.046644,parameter,sysmon,scales-3-_milliresponsetime,0
207048.516357,0.046644,parameter,sysmon,scales-3-_freezetimer,
207048.516361,0.046644,parameter,sysmon,scales-3-_pos,5
207048.516366,0.046644,parameter,sysmon,scales-3-_zone,0
207048.51637,0.046644,parameter,sysmon,scales-3-_feedbacktimer,
207048.516375,0.046644,parameter,sysmon,scales-3-_feedbacktype,
207048.51638,0.046644,parameter,sysmon,scales-3-widget,<core.widgets.scale.Scale object at 0x0000014C75EF2350>
207048.516386,0.046644,parameter,sysmon,scales-4-name,F4
207048.51639,0.046644,parameter,sysmon,scales-4-failure,0
207048.516395,0.046644,parameter,sysmon,scales-4-side,0
207048.516399,0.046644,parameter,sysmon,scales-4-key,F4
207048.516403,0.046644,parameter,sysmon,scales-4-_failuretimer,
207048.516407,0.046644,parameter,sysmon,scales-4-_onfailure,0
207048.516412,0.046644,parameter,sysmon,scales-4-_milliresponsetime,0
207048.516417,0.046644,parameter,sysmon,scales-4-_freezetimer,
207048.516421,0.046644,parameter,sysmon,scales-4-_pos,5
207048.516425,0.046644,parameter,sysmon,scales-4-_zone,0
207048.516429,0.046644,parameter,sysmon,scales-4-_feedbacktimer,
207048.516433,0.046644,parameter,sysmon,scales-4-_feedbacktype,
207048.516438,0.046644,parameter,sysmon,scales-4-widget,<core.widgets.scale.Scale object at 0x0000014C546BFCE0>
207048.516565,0.046644,state,sysmon,"foreground, visibility",1
207048.516621,0.046644,state,sysmon,"overdue, visibility",1
207048.517829,0.046644,event,sysmon,self,start
207048.520236,0.06449,seed_value,sysmon,,
207048.520252,0.06449,seed_output,sysmon,,1
207048.520271,0.06449,seed_value,sysmon,,
207048.520278,0.06449,seed_output,sysmon,,-1
207048.520292,0.06449,seed_value,sysmon,,
207048.520298,0.06449,seed_output,sysmon,,-1
207048.520311,0.06449,seed_value,sysmon,,
207048.520318,0.06449,seed_output,sysmon,,1
207048.520346,0.06449,state,sysmon,"foreground, visibility",0
207048.521319,0.06449,state,sysmon,"automode, text",MANUAL
207048.521365,0.06449,state,sysmon,"overdue, visibility",0
